,shading60,move_sequence,shading_move_0,shading_move_1,shading_move_2,shading_move_3,shading_move_4,shading_move_5,shading_move_6,shading_move_7,shading_move_8,shading_move_9,shading_move_10,shading_move_11,shading_move_12,read_sequence
SPC_1713,24.6,0110010011111,24.6,19.8,19.8,24.6,22.1,22.6,24.6,22.1,22.6,22.6,19.8,22.6,22.6,0110100100100
SPC_1714,27.7,0011010100111,27.7,27.7,25.9,25.9,27.7,25.9,27.7,25.9,27.7,25.4,23.4,25.9,25.9,0000000001100
SPC_1715,22.9,0010001101110,22.9,22.9,20.7,20.2,22.9,22.9,20.7,17.7,22.9,20.7,17.7,17.7,20.2,0001000100111
SPC_1716,25.8,0010101110001,25.8,25.8,21.1,23.3,21.1,23.3,23.9,21.1,23.9,25.8,23.3,23.3,21.1,0011110100111
SPC_1717,23.2,0011011110000,23.2,20.6,21.1,21.1,20.6,18.1,18.1,18.1,18.1,23.2,23.2,20.6,20.6,0100111110011
SPC_1718,26.1,0010101111000,26.1,23.7,24.2,23.7,24.2,26.1,24.2,24.2,24.2,21.5,26.1,23.7,23.7,0101000001011
SPC_1719,24.3,0010010111000,24.3,24.3,19.4,21.7,24.3,22.3,24.3,22.3,19.4,19.4,21.7,24.3,21.7,0011000011101
SPC_1720,23.8,0100001001100,23.8,21.8,23.8,21.2,23.8,23.8,18.8,23.8,23.8,18.8,21.8,23.8,21.2,0001001001001
SPC_1721,26.8,0010101100110,26.8,24.5,22.4,24.5,22.4,26.8,22.4,25.0,26.8,24.5,25.0,22.4,24.5,0111101001011
SPC_1722,24.4,0110011100000,24.4,19.5,22.4,21.9,21.9,22.4,22.4,19.5,21.9,21.9,24.4,24.4,21.9,0101100111001
SPC_1723,26.8,0100001000001,26.8,22.3,24.5,26.8,26.8,26.8,25.0,26.8,26.8,26.8,26.8,26.8,22.3,0110000000001
SPC_1724,25.5,0000110000000,25.5,25.5,25.5,25.5,23.5,20.8,25.5,25.5,23.0,25.5,23.0,25.5,25.5,0000010010100
SPC_1725,25.7,0100100111111,25.7,21.0,25.7,23.3,21.0,25.7,25.7,23.8,21.0,23.8,21.0,23.8,21.0,0101100010101
SPC_1726,24.7,0110100101100,24.7,19.8,22.7,22.2,19.8,24.7,22.2,19.8,24.7,22.7,19.8,22.2,24.7,0101101100110
SPC_1727,23.8,0100111111100,23.8,18.8,23.8,23.8,18.8,18.8,18.8,18.8,21.8,21.8,18.8,21.2,23.8,0100111100110
SPC_1728,25.1,0100110001001,25.1,23.2,25.1,25.1,20.4,20.4,22.7,22.7,25.1,20.4,25.1,22.7,20.4,0000111101011
SPC_1729,23.5,0110111100000,23.5,18.4,21.4,20.8,21.4,21.4,18.4,21.4,20.8,20.8,20.8,23.5,23.5,0101001011100
SPC_1730,26.9,0010100110111,26.9,26.9,25.1,26.9,25.1,24.6,26.9,22.5,25.1,24.6,25.1,25.1,22.5,0000010101001
SPC_1731,26.7,0101111000011,26.7,24.9,26.7,22.3,24.9,24.9,24.9,24.4,24.4,26.7,26.7,24.9,24.9,0001000110000
SPC_1732,24.4,0011111101011,24.4,21.8,19.5,22.4,19.5,22.4,22.4,22.4,21.8,22.4,24.4,19.5,19.5,0110100010011
SPC_1733,24.2,0100100110000,24.2,22.1,21.6,21.6,22.1,24.2,21.6,22.1,19.2,21.6,24.2,21.6,24.2,0011001011010
SPC_1734,25.6,0010001100101,25.6,23.2,21.0,23.2,25.6,23.2,23.7,21.0,23.2,25.6,21.0,25.6,23.7,0111010110100
SPC_1735,24.0,0000010011110,24.0,24.0,21.4,24.0,24.0,21.9,21.4,24.0,21.9,19.0,19.0,21.9,24.0,0010001001100
SPC_1736,23.4,0011111000001,23.4,23.4,18.3,21.3,18.3,21.3,21.3,20.8,20.8,20.8,20.8,23.4,18.3,0010100111101
SPC_1737,27.3,0010010111110,27.3,27.3,25.5,25.0,27.3,22.9,27.3,25.5,25.5,25.5,25.5,22.9,25.0,0001010000011
SPC_1738,25.0,0100111000001,25.0,23.1,25.0,22.5,20.2,23.1,20.2,25.0,25.0,22.5,25.0,25.0,23.1,0001101001000
SPC_1739,26.2,0111001100110,26.2,21.7,24.4,21.7,26.2,23.9,21.7,24.4,26.2,26.2,24.4,21.7,26.2,0101011000010
SPC_1740,24.9,0001110011011,24.9,22.4,24.9,20.1,20.1,23.0,22.4,24.9,20.1,23.0,24.9,20.1,20.1,0101101010011
SPC_1741,22.5,0011000011010,22.5,19.7,17.2,17.2,22.5,22.5,22.5,19.7,17.2,17.2,19.7,17.2,19.7,0111000111111
SPC_1742,27.2,0111011100100,27.2,22.9,22.9,22.9,27.2,22.9,22.9,25.4,27.2,27.2,22.9,25.0,25.0,0111011000111
SPC_1743,26.5,0000100000001,26.5,24.2,24.2,24.2,24.7,26.5,26.5,26.5,26.5,26.5,24.2,26.5,24.7,0111000000100
SPC_1744,27.1,0100011101010,27.1,22.7,24.8,24.8,27.1,25.3,22.7,22.7,27.1,22.7,24.8,22.7,27.1,0111001101110
SPC_1745,24.1,0011100011110,24.1,21.5,22.0,19.1,22.0,24.1,24.1,24.1,19.1,22.0,22.0,22.0,21.5,0101000010001
SPC_1746,25.5,0011000100110,25.5,23.0,20.8,20.8,23.0,23.0,25.5,23.5,25.5,23.0,23.5,20.8,23.0,0111110001011
SPC_1747,25.4,0011110111101,25.4,25.4,23.5,20.7,23.5,20.7,23.0,20.7,20.7,20.7,20.7,25.4,23.5,0001011111100
SPC_1748,25.6,0110101111010,25.6,23.7,20.9,23.2,20.9,25.6,23.7,20.9,23.7,20.9,25.6,23.7,23.2,0011100101001
SPC_1749,24.0,0111010000100,24.0,21.9,19.0,21.9,24.0,21.9,24.0,21.4,24.0,24.0,21.9,21.4,24.0,0010000100010
SPC_1750,26.0,0010000101110,26.0,26.0,21.4,26.0,26.0,23.6,26.0,24.2,26.0,21.4,21.4,24.2,23.6,0010010001101
SPC_1751,26.3,0110110101111,26.3,21.7,24.4,23.9,21.7,21.7,26.3,21.7,23.9,24.4,24.4,21.7,24.4,0101110110010
SPC_1752,22.4,0001101110110,22.4,22.4,19.7,17.1,17.1,19.7,20.3,20.3,20.3,19.7,17.1,20.3,19.7,0011110001101
SPC_1753,26.2,0000100010111,26.2,23.9,23.9,26.2,21.7,23.9,23.9,23.9,21.7,26.2,24.4,24.4,21.7,0110111110001
SPC_1754,25.7,0010010111100,25.7,23.3,21.0,25.7,23.3,23.8,25.7,21.0,23.8,21.0,21.0,23.3,25.7,0110100101110
SPC_1755,25.1,0000100001111,25.1,22.6,25.1,25.1,20.3,22.6,22.6,22.6,22.6,20.3,20.3,20.3,23.1,0100111111110
SPC_1756,23.9,0001110101100,23.9,23.9,21.3,21.8,18.8,21.8,21.3,21.8,21.3,18.8,18.8,23.9,21.3,0010101011101
SPC_1757,23.8,0111001110010,23.8,18.8,21.7,21.7,23.8,21.2,18.8,21.7,21.7,21.2,23.8,21.7,21.2,0100011001001
SPC_1758,25.0,0001100001100,25.0,22.5,22.5,23.0,20.2,22.5,25.0,22.5,22.5,20.2,20.2,25.0,22.5,0110110111101
SPC_1759,23.7,0101010100101,23.7,18.7,23.7,21.7,21.1,21.7,23.7,18.7,23.7,23.7,21.7,23.7,18.7,0100100100001
SPC_1760,25.9,0001001011100,25.9,25.9,25.9,24.0,23.5,23.5,21.3,25.9,24.0,21.3,21.3,25.9,23.5,0000111001101
SPC_1761,24.9,0111101111000,24.9,20.1,20.1,22.9,22.9,22.4,20.1,20.1,22.9,20.1,22.4,22.4,24.9,0110011101110
SPC_1762,23.3,0101110011110,23.3,21.2,20.6,18.2,18.2,18.2,23.3,23.3,18.2,18.2,18.2,21.2,20.6,0011110011101
SPC_1763,27.6,0111110111011,27.6,23.3,25.9,25.9,25.9,25.9,25.4,25.9,23.3,23.3,27.6,25.9,25.9,0100001011000
SPC_1764,23.2,0000101011001,23.2,23.2,23.2,23.2,18.0,20.5,21.0,20.5,18.0,21.0,20.5,23.2,18.0,0000110110101
SPC_1765,24.9,0100000010110,24.9,23.0,24.9,24.9,24.9,22.4,24.9,22.4,23.0,24.9,23.0,20.1,24.9,0000010100010
SPC_1766,22.8,0011010001111,22.8,20.1,17.6,20.7,22.8,17.6,22.8,20.1,20.1,17.6,17.6,20.7,17.6,0110010111101
SPC_1767,22.7,0111111100000,22.7,17.5,20.6,20.6,20.6,17.5,17.5,20.6,22.7,20.0,22.7,20.0,20.0,0100011001011
SPC_1768,22.8,0110101011001,22.8,20.6,17.5,22.8,20.6,22.8,20.6,22.8,20.6,20.6,20.0,20.0,17.5,0010000000111
SPC_1769,24.7,0111011110111,24.7,19.8,22.7,19.8,22.1,19.8,19.8,22.7,19.8,22.1,22.7,22.7,22.7,0101111011000
SPC_1770,25.5,0000001010001,25.5,25.5,25.5,25.5,25.5,23.1,20.8,25.5,23.6,23.1,23.1,23.1,20.8,0000011001111
SPC_1771,25.3,0010001001000,25.3,22.8,23.3,22.8,22.8,22.8,23.3,22.8,22.8,23.3,22.8,25.3,22.8,0101110110101
SPC_1772,24.9,0100100010001,24.9,22.9,24.9,24.9,20.1,24.9,22.4,24.9,22.9,24.9,24.9,22.4,22.9,0000101000010
SPC_1773,27.1,0101011010101,27.1,25.4,24.9,25.4,27.1,25.4,22.8,27.1,22.8,24.9,22.8,27.1,22.8,0010001011101
SPC_1774,23.4,0110011110100,23.4,18.3,18.3,20.7,23.4,21.3,18.3,18.3,18.3,20.7,21.3,20.7,20.7,0111001111011
SPC_1775,26.7,0111000011011,26.7,22.3,22.3,24.9,26.7,26.7,26.7,26.7,24.9,22.3,26.7,22.3,22.3,0110000001011
SPC_1776,25.8,0011001000100,25.8,25.8,21.2,21.2,23.4,23.4,23.9,23.4,23.4,23.4,21.2,23.4,23.4,0011110111111
SPC_1777,23.7,0110101100011,23.7,21.6,21.6,23.7,18.7,21.1,21.6,21.6,21.1,23.7,21.1,21.6,18.7,0000110010101
SPC_1778,25.6,0011011010010,25.6,23.1,20.9,23.7,23.1,20.9,20.9,23.1,23.7,23.1,23.1,20.9,25.6,0110111101110
SPC_1779,0.0,0000111010010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_1780,25.6,0100010001101,25.6,20.9,25.6,25.6,25.6,23.7,23.1,23.1,25.6,20.9,23.7,23.1,20.9,0100001101011
SPC_1781,26.6,0100001001001,26.6,24.7,26.6,26.6,26.6,26.6,24.7,26.6,26.6,22.1,26.6,24.2,24.7,0000000001010
SPC_1782,26.0,0001011110111,26.0,26.0,23.7,24.2,26.0,21.4,24.2,24.2,21.4,23.7,21.4,21.4,21.4,0010010011111
SPC_1783,26.3,0011100011011,23.9,26.3,24.4,24.4,24.4,26.3,26.3,23.9,21.7,24.4,26.3,24.4,24.4,1000000110000
SPC_1784,27.5,0110001011001,27.5,23.2,25.7,27.5,25.3,27.5,23.2,27.5,25.7,23.2,27.5,25.3,23.2,0100101001011
SPC_1785,24.5,0011101000011,24.5,24.5,19.6,22.5,19.6,24.5,19.6,21.9,24.5,24.5,21.9,22.5,22.5,0010101100100
SPC_1786,26.8,0010011110100,26.8,26.8,25.0,24.5,26.8,22.3,25.0,22.3,25.0,24.5,22.3,24.5,24.5,0001010101111
SPC_1787,22.3,0000000110010,22.3,19.6,19.6,19.6,22.3,19.6,22.3,17.0,17.0,22.3,19.6,17.0,22.3,0111010110110
SPC_1788,24.4,0100011010100,24.4,19.5,24.4,24.4,21.9,19.5,22.4,21.9,19.5,24.4,19.5,24.4,24.4,0100110110100
SPC_1789,28.3,0000110000110,26.1,28.3,28.3,28.3,26.6,26.6,28.3,28.3,28.3,26.1,24.1,24.1,28.3,1000000001110
SPC_1790,27.2,0010100001001,27.2,24.9,25.4,27.2,22.8,24.9,27.2,24.9,24.9,22.8,27.2,27.2,25.4,0100110111000
SPC_1791,22.5,0011001001010,22.5,22.5,17.2,17.2,22.5,22.5,20.4,22.5,22.5,20.4,19.8,17.2,22.5,0011000000110
SPC_1792,24.4,0011101001001,24.4,24.4,19.5,19.5,19.5,24.4,19.5,24.4,21.8,22.4,21.8,24.4,19.5,0011101010101
SPC_1793,25.7,0101000111101,25.7,23.8,23.3,21.0,23.3,25.7,23.3,23.8,23.8,21.0,23.8,23.3,23.8,0011101001010
SPC_1794,24.1,0001000010001,24.1,24.1,24.1,19.1,21.5,24.1,24.1,24.1,19.1,21.5,24.1,21.5,19.1,0001100011011
SPC_1795,22.9,0011000100100,22.9,20.2,17.7,17.7,20.2,20.2,20.2,20.7,20.2,22.9,17.7,20.2,20.2,0111111010111
SPC_1796,24.2,0011010101110,24.2,24.2,22.1,19.2,21.6,19.2,24.2,22.1,21.6,19.2,22.1,19.2,21.6,0001110011011
SPC_1797,26.8,0110010010111,26.8,25.0,25.0,26.8,26.8,25.0,26.8,24.5,25.0,24.5,22.4,22.4,25.0,0000000101110
SPC_1798,23.2,0001110010110,23.2,23.2,20.5,18.0,21.1,21.1,23.2,20.5,21.1,20.5,21.1,21.1,20.5,0011000101001
SPC_1799,27.4,0111001101001,27.4,25.6,25.6,25.6,25.1,25.1,25.6,23.0,25.1,23.0,27.4,25.1,23.0,0000110111011
SPC_1800,26.9,0000000010111,26.9,24.6,24.6,26.9,26.9,26.9,26.9,26.9,22.4,24.6,22.4,22.4,25.1,0110000011110
SPC_1801,23.8,0101100111110,23.8,18.8,21.2,21.7,18.8,23.8,21.2,18.8,21.7,21.7,18.8,18.8,23.8,0110101100110
SPC_1802,25.9,0001101011111,25.9,23.5,25.9,21.3,24.0,25.9,24.0,25.9,24.0,21.3,21.3,21.3,21.3,0101000001111
SPC_1803,23.8,0110010010010,23.8,18.7,21.7,23.8,21.2,21.7,21.2,23.8,21.7,23.8,23.8,18.7,23.8,0100101000010
SPC_1804,22.0,0100100011010,22.0,19.8,22.0,22.0,16.6,19.2,19.2,22.0,16.6,16.6,19.2,19.8,19.2,0000111011101
SPC_1805,26.4,0001110101011,26.4,24.1,26.4,24.6,24.6,21.9,26.4,24.6,24.1,24.6,24.1,24.6,21.9,0100010010101
SPC_1806,24.1,0101111110000,24.1,22.1,24.1,19.1,19.1,19.1,19.1,22.1,19.1,24.1,24.1,21.5,21.5,0001111010011
SPC_1807,0.0,0011100101110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_1808,27.6,0011010010011,27.6,25.4,25.9,25.9,27.6,23.4,25.4,27.6,25.9,27.6,25.4,25.9,23.4,0100011000101
SPC_1809,23.9,0000101101010,23.9,23.9,21.3,23.9,21.9,23.9,21.9,21.9,23.9,18.9,23.9,18.9,21.3,0010000001011
SPC_1810,25.5,0101001000110,25.5,23.6,25.5,23.6,23.1,25.5,23.6,23.1,25.5,25.5,20.8,20.8,25.5,0000100100110
SPC_1811,25.4,1000000101000,23.4,22.9,22.9,22.9,25.4,25.4,22.9,23.4,25.4,23.4,25.4,25.4,25.4,0111001000000
SPC_1812,24.1,0011010000111,24.1,24.1,19.2,19.2,21.6,22.1,21.6,21.6,21.6,24.1,19.2,22.1,19.2,0011101110101
SPC_1813,23.5,0001000100010,23.5,23.5,23.5,18.4,23.5,23.5,23.5,21.4,20.8,20.8,20.8,21.4,23.5,0001000011100
SPC_1814,25.1,1000000110011,23.1,22.6,22.6,22.6,22.6,25.1,22.6,23.1,20.3,22.6,25.1,23.1,20.3,0111101011001
SPC_1815,25.1,0011000110011,25.1,22.6,23.1,20.3,22.6,22.6,22.6,20.3,20.3,25.1,22.6,20.3,20.3,0101111110111
SPC_1816,25.9,0111110111110,25.9,21.3,21.3,24.0,24.0,21.3,23.5,24.0,21.3,21.3,21.3,24.0,23.5,0110011011101
SPC_1817,27.2,0010110110100,27.2,27.2,22.8,24.9,22.8,22.8,24.9,22.8,22.8,24.9,25.4,27.2,24.9,0011111111001
SPC_1818,26.7,0011100101111,26.7,26.7,22.2,22.2,24.9,24.4,24.4,24.9,24.4,24.9,22.2,24.9,22.2,0011011010101
SPC_1819,27.0,0110101000011,27.0,22.6,22.6,24.7,22.6,24.7,25.2,27.0,24.7,27.0,27.0,22.6,22.6,0111110010011
SPC_1820,23.1,0000110011001,23.1,20.5,23.1,23.1,18.0,18.0,23.1,20.5,21.0,18.0,23.1,23.1,18.0,0100110101001
SPC_1821,25.2,0111111100100,25.2,20.4,23.2,20.4,20.4,23.2,20.4,20.4,25.2,22.7,20.4,22.7,22.7,0101101101111
SPC_1822,24.5,0100011000011,24.5,22.4,21.9,24.5,24.5,19.6,19.6,24.5,24.5,24.5,24.5,19.6,22.4,0010011000010
SPC_1823,25.3,0000011000010,25.3,25.3,22.8,22.8,22.8,20.5,20.5,25.3,22.8,22.8,25.3,20.5,22.8,0011111011011
SPC_1824,25.7,0110100100010,25.7,23.8,21.0,23.2,23.8,23.2,23.2,23.8,23.2,23.2,23.2,23.8,25.7,0011011011100
SPC_1825,23.4,0010101110100,23.4,20.7,18.3,20.7,21.3,20.7,21.3,21.3,21.3,20.7,21.3,20.7,23.4,0111010001010
SPC_1826,23.1,0010111001001,23.1,23.1,20.9,23.1,17.9,17.9,17.9,23.1,20.4,17.9,20.4,20.4,20.9,0000111011110
SPC_1827,25.7,0111110011100,25.7,21.1,21.1,23.8,23.8,21.1,23.3,25.7,21.1,23.8,23.8,25.7,23.3,0110011010001
SPC_1828,28.2,0000011110001,28.2,28.2,26.0,28.2,28.2,24.0,24.0,26.5,24.0,26.0,26.0,28.2,24.0,0010011011101
SPC_1829,21.8,0100000101000,21.8,19.6,19.0,19.0,21.8,19.0,21.8,16.4,21.8,19.6,19.0,19.0,19.0,0011010100111
SPC_1830,24.1,0000100111111,24.1,21.6,21.6,24.1,22.1,24.1,24.1,19.2,19.2,22.1,22.1,19.2,19.2,0110000110011
SPC_1831,24.4,0100100011100,24.4,19.5,21.9,24.4,22.4,21.9,21.9,21.9,19.5,19.5,22.4,21.9,24.4,0110011111010
SPC_1832,26.8,0001000011101,26.8,26.8,24.5,22.3,26.8,26.8,26.8,26.8,22.3,22.3,24.9,26.8,24.9,0011000011000
SPC_1833,27.6,0100000000111,27.6,23.4,27.6,25.4,27.6,27.6,25.4,25.4,27.6,27.6,23.4,23.4,23.4,0101001100111
SPC_1834,26.7,0101101000010,26.7,22.2,24.3,24.8,24.8,24.3,22.2,26.7,26.7,26.7,24.3,22.2,26.7,0110011000110
SPC_1835,25.4,0001110100010,25.4,23.0,25.4,20.7,23.5,20.7,25.4,20.7,25.4,25.4,23.0,20.7,23.0,0101010100111
SPC_1836,24.8,0001101100001,24.8,24.8,24.8,22.8,19.9,24.8,22.8,22.8,24.8,24.8,22.3,22.3,19.9,0000100000111
SPC_1837,22.9,0101000101011,22.9,20.8,20.2,17.7,20.2,22.9,22.9,20.8,20.2,20.8,20.2,20.8,17.7,0011100010101
SPC_1838,26.0,0001111100011,26.0,23.6,26.0,21.4,24.1,21.4,21.4,24.1,26.0,23.6,23.6,21.4,21.4,0101011001111
SPC_1839,25.1,0011011100101,25.1,22.7,20.4,23.2,22.7,20.4,23.2,20.4,25.1,22.7,20.4,25.1,23.2,0110110101100
SPC_1840,23.0,0101011111110,23.0,20.9,20.3,20.9,23.0,20.9,17.8,20.9,17.8,20.9,20.9,17.8,23.0,0010001010010
SPC_1841,24.7,0111001010101,24.7,19.8,19.8,19.8,24.7,24.7,19.8,24.7,22.7,24.7,22.7,24.7,19.8,0111001000001
SPC_1842,23.9,0011110110011,23.9,23.9,21.8,21.8,18.8,21.8,21.3,21.8,18.8,23.9,21.3,18.8,18.8,0000101010111
SPC_1843,24.3,0010100100101,24.3,24.3,22.3,21.7,22.3,21.7,21.7,22.3,21.7,24.3,19.4,24.3,22.3,0001011010100
SPC_1844,24.6,0111010001001,24.6,22.6,22.6,22.6,22.1,19.7,24.6,24.6,22.1,19.7,22.1,22.1,22.6,0000110011110
SPC_1845,26.0,0101000000100,26.0,24.1,23.6,21.4,23.6,23.6,26.0,23.6,26.0,23.6,24.1,23.6,23.6,0011110101011
SPC_1846,26.1,0111000011110,23.7,24.2,24.2,24.2,26.1,26.1,23.7,26.1,21.5,21.5,21.5,21.5,23.7,1000001011111
SPC_1847,27.2,0010110111100,27.2,24.9,22.8,27.2,22.8,22.8,27.2,22.8,25.4,22.8,25.4,24.9,27.2,0110110101010
SPC_1848,24.3,0101001110010,24.3,22.2,24.3,22.2,21.7,24.3,19.3,22.2,19.3,24.3,24.3,22.2,21.7,0000101010001
SPC_1849,24.3,0110010011010,24.3,19.4,19.4,24.3,24.3,22.3,24.3,21.7,19.4,19.4,21.7,22.3,24.3,0110000111100
SPC_1850,24.5,0101111111001,24.5,19.6,24.5,19.6,22.5,19.6,19.6,19.6,19.6,22.5,24.5,21.9,22.5,0101011110010
SPC_1851,27.6,0010001101011,27.6,25.4,25.9,27.6,27.6,27.6,23.4,23.4,27.6,23.4,25.4,25.9,25.9,0100001101100
SPC_1852,24.0,0110000100101,24.0,19.0,22.0,21.4,24.0,21.4,21.4,22.0,21.4,21.4,22.0,24.0,22.0,0101011011000
SPC_1853,23.6,0011000100010,23.6,20.9,21.5,21.5,20.9,23.6,23.6,21.5,23.6,23.6,23.6,21.5,23.6,0100100000000
SPC_1854,24.2,0000011000110,24.2,21.6,24.2,21.6,21.6,22.1,19.2,24.2,24.2,21.6,22.1,22.1,21.6,0101101001001
SPC_1855,24.5,0101010111001,24.5,22.5,22.0,22.5,24.5,22.5,22.0,22.5,19.6,22.5,22.0,22.0,22.5,0010001010110
SPC_1856,24.9,0001010100110,24.9,22.4,22.4,22.9,24.9,22.9,22.4,20.1,22.4,24.9,20.1,20.1,22.4,0110001110111
SPC_1857,24.2,0011111011000,24.2,21.6,22.1,19.2,19.2,22.1,22.1,21.6,19.2,22.1,24.2,24.2,21.6,0101100110001
SPC_1858,24.3,0111011101101,21.7,22.3,22.3,22.3,24.3,22.3,22.3,19.4,24.3,22.3,19.4,21.7,22.3,1000000100110
SPC_1859,22.5,0001110001101,22.5,19.7,22.5,17.2,17.2,20.3,22.5,22.5,22.5,20.3,17.2,19.7,17.2,0101100000111
SPC_1860,26.9,0100100100001,26.9,25.1,26.9,26.9,25.1,26.9,26.9,22.4,24.6,26.9,26.9,24.6,25.1,0000000110010
SPC_1861,25.1,0010011010000,25.1,22.6,20.3,22.6,25.1,23.1,20.3,22.6,20.3,25.1,25.1,22.6,25.1,0111001110010
SPC_1862,24.7,0101101010001,24.7,22.7,24.7,19.8,22.7,24.7,19.8,24.7,19.8,24.7,22.2,24.7,19.8,0001001010101
SPC_1863,26.1,0011010011010,26.1,26.1,24.3,24.3,26.1,24.3,23.8,26.1,21.6,21.6,23.8,24.3,23.8,0000001011101
SPC_1864,25.5,0000110000111,25.5,23.0,23.0,23.0,20.7,23.5,23.0,25.5,23.0,23.0,20.7,23.5,20.7,0111101011101
SPC_1865,23.1,0100010000011,23.1,18.0,23.1,20.4,20.4,21.0,23.1,20.4,23.1,20.4,23.1,18.0,18.0,0101100101011
SPC_1866,23.7,0111110010000,23.7,21.7,18.7,21.7,18.7,21.7,21.1,21.1,18.7,21.1,23.7,21.1,23.7,0010101111010
SPC_1867,27.5,0010110100001,25.3,27.5,25.8,27.5,25.8,25.8,27.5,23.2,27.5,27.5,25.3,27.5,25.8,1000000100100
SPC_1868,23.7,0000001110101,23.7,21.1,23.7,21.1,21.1,23.7,18.7,18.7,18.7,21.1,21.7,23.7,18.7,0101101111001
SPC_1869,26.6,0001101111111,26.6,26.6,26.6,22.1,24.8,24.3,24.8,24.8,22.1,24.8,22.1,22.1,22.1,0001010010111
SPC_1870,25.8,0110000010001,25.8,21.2,23.9,25.8,23.4,25.8,23.4,25.8,21.2,23.4,25.8,25.8,21.2,0100101011001
SPC_1871,22.5,0000111000101,22.5,22.5,22.5,22.5,20.3,20.3,20.3,19.8,22.5,22.5,20.3,19.8,20.3,0000000100010
SPC_1872,23.2,0011111010110,23.2,20.5,18.1,21.1,21.1,18.1,21.1,23.2,18.1,23.2,21.1,21.1,20.5,0110010010001
SPC_1873,27.4,0011010101011,27.4,25.2,25.6,23.1,25.2,23.1,25.2,25.6,27.4,25.6,25.2,25.6,23.1,0101111000101
SPC_1874,23.4,0111010000101,23.4,21.3,21.3,18.3,20.8,21.3,23.4,23.4,23.4,20.8,21.3,23.4,18.3,0001100001001
SPC_1875,22.6,0111111000000,22.6,17.4,17.4,17.4,20.5,20.5,20.5,19.9,19.9,22.6,22.6,22.6,19.9,0111000110001
SPC_1876,24.0,0100101010001,24.0,21.9,21.4,24.0,19.0,21.4,19.0,24.0,21.9,24.0,21.4,21.4,19.0,0010111000111
SPC_1877,22.1,0101100010001,22.1,19.9,19.3,19.9,16.7,22.1,22.1,22.1,16.7,19.3,19.3,19.3,19.9,0010100011110
SPC_1878,26.1,0110110011100,26.1,21.5,21.5,23.7,21.5,21.5,23.7,23.7,24.2,24.2,21.5,26.1,23.7,0111111100101
SPC_1879,24.7,0001010011101,24.7,22.2,22.2,19.8,24.7,22.7,22.2,24.7,19.8,19.8,22.7,24.7,19.8,0111001011001
SPC_1880,25.2,0011111001100,25.2,25.2,20.4,20.4,23.2,23.2,23.2,22.7,22.7,20.4,23.2,22.7,25.2,0011000111010
SPC_1881,26.7,0000011101000,24.4,26.7,26.7,26.7,26.7,24.9,22.3,24.9,26.7,22.3,26.7,26.7,26.7,1000001001000
SPC_1882,23.8,0011001000000,23.8,23.8,18.8,18.8,23.8,21.2,18.8,23.8,21.2,23.8,23.8,21.2,21.2,0011011010011
SPC_1883,25.0,0000110001010,25.0,22.5,22.5,25.0,20.2,20.2,22.5,22.5,25.0,20.2,22.5,23.0,25.0,0110111101100
SPC_1884,22.9,0010100010010,22.9,20.2,20.8,20.2,17.7,20.2,20.2,22.9,20.8,22.9,20.2,17.7,22.9,0101111000110
SPC_1885,25.0,0110001101010,25.0,23.0,23.0,25.0,22.5,25.0,20.2,23.0,22.5,20.2,25.0,23.0,25.0,0000101011000
SPC_1886,24.8,0011101111100,24.8,22.2,22.8,22.8,22.8,24.8,22.8,22.8,19.9,19.9,22.8,24.8,22.2,0100000011001
SPC_1887,24.9,0111101001010,24.9,20.0,20.0,20.0,22.9,24.9,22.9,22.4,24.9,20.0,22.4,20.0,22.4,0111000101111
SPC_1888,24.5,0011000000011,24.5,24.5,22.5,19.7,22.0,22.0,22.0,22.0,24.5,22.0,22.0,22.5,22.5,0001111101100
SPC_1889,25.7,0101000010100,25.7,21.0,25.7,21.0,25.7,23.2,25.7,25.7,21.0,23.2,21.0,25.7,23.2,0101010011101
SPC_1890,22.8,0101101110100,22.8,17.5,20.0,20.6,17.5,20.0,20.6,17.5,17.5,22.8,20.6,20.0,20.0,0110110110011
SPC_1891,26.7,0111101100100,26.7,24.9,22.3,24.9,22.3,26.7,22.3,22.3,24.4,26.7,22.3,26.7,26.7,0010101110100
SPC_1892,24.0,0100011101001,24.0,21.9,24.0,21.4,21.4,21.9,21.9,21.9,21.4,19.0,21.4,21.4,19.0,0001100011111
SPC_1893,24.4,0100010010010,24.4,19.5,21.9,24.4,24.4,22.4,21.9,24.4,19.5,21.9,24.4,19.5,24.4,0110001011010
SPC_1894,25.0,0001000000000,25.0,25.0,25.0,20.2,25.0,22.5,25.0,22.5,25.0,25.0,22.5,25.0,22.5,0001010100101
SPC_1895,21.7,0000100001110,21.7,18.9,21.7,18.9,19.5,18.9,18.9,18.9,21.7,16.3,19.5,16.3,21.7,0101011101010
SPC_1896,24.5,0000111001011,24.5,24.5,21.9,21.9,22.5,22.5,19.6,24.5,21.9,19.6,21.9,22.5,19.6,0011001011101
SPC_1897,24.6,0011110110001,24.6,22.1,22.6,19.7,19.7,22.6,24.6,22.6,19.7,22.1,22.1,24.6,19.7,0101100011101
